Date,Symbols,Close,High,Low,Open,Volume
2023-06-29,AMZN,127.9,129.26,127.255,128.77,40760959.0
2023-06-29,GOOGL,119.1,120.06,118.295,119.24,24090902.0
2023-06-29,META,281.53,286.57,280.69,284.5,15395690.0
2023-06-29,PFE,36.12,36.22,35.76,35.99,26284883.0
2023-06-29,BNTX,107.0,108.15,105.58,106.55,495078.0
2023-06-29,MRNA,122.11,122.9783,121.3,122.5,1886128.0
2023-06-28,AMZN,129.04,131.48,128.44,128.94,52149512.0
2023-06-28,GOOGL,120.18,120.39,116.85,117.09,27091449.0
2023-06-28,META,285.29,289.55,284.06,284.82,16722117.0
2023-06-28,PFE,36.29,36.54,36.0334,36.5,30061996.0
2023-06-28,BNTX,106.9,106.93,104.72,105.79,512883.0
2023-06-28,MRNA,123.0,123.225,119.16,121.19,2534279.0
2023-06-27,AMZN,129.18,130.085,127.55,128.63,46801008.0
2023-06-27,GOOGL,118.33,119.08,116.1,117.08,39535936.0
2023-06-27,META,287.05,289.345,280.655,282.01,26108260.0
2023-06-27,PFE,36.42,37.0,36.28,36.96,32414946.0
2023-06-27,BNTX,105.86,106.94,105.39,106.94,410656.0
2023-06-27,MRNA,120.67,120.89,118.51,120.45,2375314.0
2023-06-26,AMZN,127.33,131.49,127.1,130.27,59989317.0
2023-06-26,GOOGL,118.34,122.0,118.265,121.22,33969897.0
2023-06-26,META,278.47,289.79,277.6,288.28,24232651.0
2023-06-26,PFE,36.89,37.05,36.16,37.015,56135475.0
2023-06-26,BNTX,106.93,108.91,106.72,108.16,439730.0
2023-06-26,MRNA,120.41,122.95,119.2084,121.9846,3466093.0
2023-06-23,AMZN,129.33,130.84,128.28,129.11,71927776.0
2023-06-23,GOOGL,122.34,122.7879,121.06,121.38,34913637.0
2023-06-23,META,288.73,289.67,278.95,281.51,51092038.0
2023-06-23,PFE,38.3,38.87,38.28,38.71,23492234.0
2023-06-23,BNTX,107.14,107.81,105.55,106.87,524460.0
2023-06-23,MRNA,118.5,120.12,117.2268,119.7,3284363.0
2023-06-22,AMZN,130.15,130.33,125.14,125.31,90354572.0
2023-06-22,GOOGL,123.15,123.24,118.83,120.0,26952246.0
2023-06-22,META,284.88,285.26,277.79,279.08,17563061.0
2023-06-22,PFE,38.73,38.986,38.41,38.94,18047000.0
2023-06-22,BNTX,107.31,108.21,106.87,107.48,398140.0
2023-06-22,MRNA,120.48,121.3199,118.44,121.0,3267315.0
2023-06-21,AMZN,124.83,126.73,123.85,125.64,52137670.0
2023-06-21,GOOGL,120.55,122.66,120.1,122.4,30306336.0
2023-06-21,META,281.64,284.0,278.36,283.53,20556170.0
2023-06-21,PFE,38.9,39.24,38.76,39.2,17982944.0
2023-06-21,BNTX,107.46,109.11,107.42,108.77,737862.0
2023-06-21,MRNA,121.07,124.16,121.0,123.5,2908131.0
2023-06-20,AMZN,125.78,127.25,124.5,124.97,56930122.0
2023-06-20,GOOGL,123.1,124.57,122.14,122.93,26097492.0
2023-06-20,META,284.33,284.8,276.22,278.73,20701589.0
2023-06-20,PFE,39.34,39.87,39.33,39.71,26881166.0
2023-06-20,BNTX,109.94,112.2,109.48,111.84,639453.0
2023-06-20,MRNA,124.23,128.2,124.06,127.8,2993558.0
2023-06-16,AMZN,125.49,127.9,125.3,127.71,84247104.0
2023-06-16,GOOGL,123.53,126.108,123.28,125.93,45535553.0
2023-06-16,META,281.0,287.85,280.13,284.75,43127731.0
2023-06-16,PFE,40.06,40.36,39.845,39.86,60338565.0
2023-06-16,BNTX,112.55,116.24,112.4,113.93,664507.0
2023-06-16,MRNA,128.73,133.165,126.98,130.95,5499635.0
2023-06-15,AMZN,127.11,127.69,124.32,125.21,60458471.0
2023-06-15,GOOGL,125.09,125.46,122.4,123.14,35246268.0
2023-06-15,META,281.83,283.99,271.42,272.3,25973455.0
2023-06-15,PFE,39.75,39.83,39.28,39.41,19905906.0
2023-06-15,BNTX,113.0,113.75,110.51,111.06,901073.0
2023-06-15,MRNA,129.98,130.19,125.08,126.0,3027829.0
2023-06-14,AMZN,126.42,126.95,124.12,126.7,52422463.0
2023-06-14,GOOGL,123.67,124.05,121.45,123.1,30592297.0
2023-06-14,META,273.35,274.99,268.315,271.89,19175066.0
2023-06-14,PFE,39.36,40.34,39.315,40.32,22056424.0
2023-06-14,BNTX,110.95,115.67,110.91,115.67,767219.0
2023-06-14,MRNA,126.05,128.62,124.61,128.08,2980223.0
2023-06-13,AMZN,126.66,128.41,125.18,128.12,50564785.0
2023-06-13,GOOGL,123.83,125.16,123.18,124.98,22278313.0
2023-06-13,META,271.32,275.72,269.0923,274.88,16164024.0
2023-06-13,PFE,40.28,40.365,39.45,39.67,26533763.0
2023-06-13,BNTX,115.6,116.3646,109.75,109.99,1091754.0
2023-06-13,MRNA,127.98,128.84,122.9,123.25,3328079.0
2023-06-12,AMZN,126.57,126.78,123.53,124.02,51473376.0
2023-06-12,GOOGL,123.64,124.05,121.66,122.785,28338743.0
2023-06-12,META,271.05,271.75,265.33,267.17,15471702.0
2023-06-12,PFE,39.9,40.065,38.99,39.01,28340776.0
2023-06-12,BNTX,109.79,110.65,108.51,108.51,480982.0
2023-06-12,MRNA,123.52,123.88,121.5529,123.36,2987129.0
2023-06-09,AMZN,123.43,125.8,123.19,124.08,51396018.0
2023-06-09,GOOGL,122.23,123.755,121.91,122.25,23778319.0
2023-06-09,META,264.95,267.949,261.7,262.48,16949794.0
2023-06-09,PFE,38.97,39.59,38.8727,39.28,19777462.0
2023-06-09,BNTX,109.25,110.76,108.605,109.45,507281.0
2023-06-09,MRNA,123.26,125.626,122.8,124.7,2203665.0
2023-06-08,AMZN,124.25,125.625,122.2579,123.01,62159270.0
2023-06-08,GOOGL,122.14,123.225,121.24,122.225,29389167.0
2023-06-08,META,264.58,267.65,258.88,260.62,20899359.0
2023-06-08,PFE,39.09,39.19,38.73,39.04,17353721.0
2023-06-08,BNTX,108.97,110.0,108.46,109.84,642723.0
2023-06-08,MRNA,124.94,125.41,122.28,125.41,2498508.0
2023-06-07,AMZN,121.23,127.365,120.63,127.01,95663275.0
2023-06-07,GOOGL,122.5,129.04,122.12,126.97,52538986.0
2023-06-07,META,263.6,274.25,262.8,271.67,26163627.0
2023-06-07,PFE,38.89,39.06,38.13,38.35,25295133.0
2023-06-07,BNTX,109.41,110.7499,109.4,110.0,410050.0
2023-06-07,MRNA,125.61,127.09,125.3,126.59,3161355.0
2023-06-06,AMZN,126.61,127.4,125.0,125.07,45695212.0
2023-06-06,GOOGL,127.31,128.29,125.36,126.01,26638295.0
2023-06-06,META,271.12,276.57,269.69,270.14,19419010.0
2023-06-06,PFE,38.37,38.86,38.2932,38.81,19508225.0
2023-06-06,BNTX,109.85,110.47,107.25,108.69,503529.0
2023-06-06,MRNA,126.9,129.15,124.75,129.0,2491424.0
2023-06-05,AMZN,125.3,125.8,123.03,123.36,47950128.0
2023-06-05,GOOGL,126.01,127.43,123.84,124.01,32305531.0
2023-06-05,META,271.39,275.57,269.56,270.3,20742946.0
2023-06-05,PFE,38.65,39.015,38.4701,38.48,18392226.0
2023-06-05,BNTX,108.73,108.93,107.21,107.3,445413.0
2023-06-05,MRNA,128.9,134.585,128.84,131.0,3206071.0
2023-06-02,AMZN,124.25,126.39,124.015,124.92,61264414.0
2023-06-02,GOOGL,124.67,126.15,123.76,123.99,26980147.0
2023-06-02,META,272.61,275.35,271.12,272.66,19416930.0
2023-06-02,PFE,38.36,38.66,38.16,38.25,22736353.0
2023-06-02,BNTX,108.13,109.61,106.53,107.46,941733.0
2023-06-02,MRNA,130.51,131.65,128.82,129.75,2357539.0
2023-06-01,AMZN,122.77,123.49,119.93,120.69,54375131.0
2023-06-01,GOOGL,123.72,124.42,122.62,122.815,30772683.0
2023-06-01,META,272.61,274.0,265.89,265.9,25609508.0
2023-06-01,PFE,38.02,38.21,37.7,38.12,20256137.0
2023-06-01,BNTX,104.12,105.05,103.26,104.22,388222.0
2023-06-01,MRNA,128.52,129.09,125.5,128.44,1942173.0
2023-05-31,AMZN,120.58,122.04,119.17,121.45,72800787.0
2023-05-31,GOOGL,122.87,124.0601,122.5,122.75,37325787.0
2023-05-31,META,264.72,265.0,258.45,260.0,25473690.0
2023-05-31,PFE,38.02,38.22,36.87,37.1,46166333.0
2023-05-31,BNTX,105.08,106.1,103.84,104.59,393486.0
2023-05-31,MRNA,127.71,130.45,125.16,128.88,3929465.0
2023-05-30,AMZN,121.66,122.92,119.855,122.37,64314808.0
2023-05-30,GOOGL,123.67,125.66,122.0,125.64,35076658.0
2023-05-30,META,262.52,268.65,261.29,265.25,23816483.0
2023-05-30,PFE,37.01,37.36,36.92,37.36,24371098.0
2023-05-30,BNTX,104.35,105.42,103.05,105.35,610723.0
2023-05-30,MRNA,128.89,129.24,124.23,126.47,2618541.0
2023-05-26,AMZN,120.11,121.5,116.02,116.04,96779889.0
2023-05-26,GOOGL,124.61,125.26,122.45,123.17,35635937.0
2023-05-26,META,262.04,262.3107,252.71,252.93,25768663.0
2023-05-26,PFE,37.6,38.44,37.5635,38.04,20234632.0
2023-05-26,BNTX,105.27,109.38,104.59,109.01,897509.0
2023-05-26,MRNA,126.24,128.49,124.2501,128.49,3644408.0
2023-05-25,AMZN,115.0,116.87,114.31,116.63,66496681.0
2023-05-25,GOOGL,123.48,125.32,121.96,124.52,42316986.0
2023-05-25,META,252.69,255.62,249.17,253.4,22371435.0
2023-05-25,PFE,37.83,38.51,37.65,38.51,30266597.0
2023-05-25,BNTX,108.73,112.14,108.21,112.07,571400.0
2023-05-25,MRNA,126.47,130.16,125.8,130.0,4234907.0
2023-05-24,AMZN,116.75,117.34,115.02,115.35,63487938.0
2023-05-24,GOOGL,120.9,121.91,119.86,121.12,34182635.0
2023-05-24,META,249.21,249.5892,244.952,245.28,17724338.0
2023-05-24,PFE,38.63,40.14,38.6,40.1,39326373.0
2023-05-24,BNTX,111.09,117.18,110.31,117.0,1149287.0
2023-05-24,MRNA,131.59,142.79,130.34,141.19,5320938.0
2023-05-23,AMZN,114.99,117.14,113.78,114.27,67576262.0
2023-05-23,GOOGL,122.56,124.625,122.2104,124.16,34046251.0
2023-05-23,META,246.74,251.61,246.65,246.81,17748115.0
2023-05-23,PFE,39.64,40.14,38.0,38.55,75379535.0
2023-05-23,BNTX,116.3,119.005,107.28,107.53,2473058.0
2023-05-23,MRNA,137.75,139.91,125.6,126.49,7730537.0
2023-05-22,AMZN,115.01,116.77,114.25,116.77,70741123.0
2023-05-22,GOOGL,125.05,126.43,122.74,122.94,35253034.0
2023-05-22,META,248.32,253.57,245.12,245.41,27738479.0
2023-05-22,PFE,38.75,38.865,36.75,36.86,85718553.0
2023-05-22,BNTX,107.5,108.88,106.1,106.49,574700.0
2023-05-22,MRNA,126.74,127.83,125.69,126.25,1682913.0
2023-05-19,AMZN,116.25,118.31,115.7,118.16,55056307.0
2023-05-19,GOOGL,122.76,125.97,122.15,123.55,41353445.0
2023-05-19,META,245.64,248.69,243.41,247.47,21733581.0
2023-05-19,PFE,36.77,37.654,36.52,36.65,33068322.0
2023-05-19,BNTX,106.49,107.3999,104.92,105.34,481049.0
2023-05-19,MRNA,126.24,126.88,124.58,126.18,2603649.0
2023-05-18,AMZN,118.15,118.6,116.335,116.69,73174087.0
2023-05-18,GOOGL,122.83,123.31,120.83,120.95,35234233.0
2023-05-18,META,246.85,247.0881,241.19,241.3,22943297.0
2023-05-18,PFE,36.48,36.78,36.17,36.71,27772415.0
2023-05-18,BNTX,104.95,105.6,103.95,105.25,604651.0
2023-05-18,MRNA,125.33,126.01,122.99,125.92,3008885.0
2023-05-17,AMZN,115.5,115.83,114.22,114.89,65655177.0
2023-05-17,GOOGL,120.84,121.67,118.89,119.61,33323588.0
2023-05-17,META,242.485,243.8423,238.14,238.45,21193080.0
2023-05-17,PFE,36.75,37.05,36.51,36.98,23206392.0
2023-05-17,BNTX,105.15,108.42,105.15,108.04,943478.0
2023-05-17,MRNA,125.57,126.99,122.56,124.25,2574443.0
2023-05-16,AMZN,113.4,114.7899,111.05,111.05,71472908.0
2023-05-16,GOOGL,119.51,120.75,116.43,116.49,45035558.0
2023-05-16,META,238.82,239.635,235.52,235.79,18163772.0
2023-05-16,PFE,37.01,37.24,36.83,37.02,25451711.0
2023-05-16,BNTX,105.6,107.3203,105.08,106.77,487777.0
2023-05-16,MRNA,125.11,129.5,124.25,129.37,3687930.0
2023-05-15,AMZN,111.2,112.29,109.25,111.15,53011145.0
2023-05-15,GOOGL,116.51,118.48,116.01,116.11,36266765.0
2023-05-15,META,238.86,240.255,235.33,236.92,20653229.0
2023-05-15,PFE,37.16,37.36,37.005,37.3,16650412.0
2023-05-15,BNTX,107.9,108.266,104.01,104.65,728871.0
2023-05-15,MRNA,130.26,130.75,126.4975,128.7,2279325.0
2023-05-12,AMZN,110.26,112.64,109.3185,112.16,49852671.0
2023-05-12,GOOGL,117.51,118.03,116.11,116.68,41102330.0
2023-05-12,META,233.81,236.9599,231.45,236.74,16161447.0
2023-05-12,PFE,37.35,37.72,37.23,37.61,16541294.0
2023-05-12,BNTX,105.24,106.04,102.6,102.99,801742.0
2023-05-12,MRNA,129.3,131.06,128.05,128.5,1895267.0
2023-05-11,AMZN,112.18,113.28,110.49,111.03,74924841.0
2023-05-11,GOOGL,116.57,117.92,114.41,115.395,78900029.0
2023-05-11,META,235.79,238.21,232.3,233.05,20448991.0
2023-05-11,PFE,37.58,37.65,37.205,37.6,28566365.0
2023-05-11,BNTX,102.58,102.86,100.08,101.5,1076806.0
2023-05-11,MRNA,128.41,131.4,126.55,130.97,2868707.0
2023-05-10,AMZN,110.19,110.67,108.05,108.1,78627616.0
2023-05-10,GOOGL,111.75,112.94,107.93,107.97,63153367.0
2023-05-10,META,233.08,236.75,230.72,236.17,19119007.0
2023-05-10,PFE,38.3,38.72,38.08,38.67,15858223.0
2023-05-10,BNTX,102.6,104.69,101.31,103.0,1517909.0
2023-05-10,MRNA,130.83,135.33,130.37,134.56,2842798.0
2023-05-09,AMZN,106.62,106.79,105.1567,105.48,44089359.0
2023-05-09,GOOGL,107.35,110.15,107.19,108.39,36360141.0
2023-05-09,META,233.37,235.88,231.08,231.46,16865587.0
2023-05-09,PFE,38.48,38.67,38.39,38.48,15987904.0
2023-05-09,BNTX,104.68,106.18,101.98,105.92,1413428.0
2023-05-09,MRNA,133.77,133.88,130.91,131.48,2561351.0
2023-05-08,AMZN,105.83,106.095,104.7001,105.04,49430909.0
2023-05-08,GOOGL,107.77,107.96,105.16,105.18,26511445.0
2023-05-08,META,233.27,235.62,230.27,231.415,16400526.0
2023-05-08,PFE,38.67,38.73,38.35,38.53,20101723.0
2023-05-08,BNTX,108.05,113.02,107.64,113.02,1224024.0
2023-05-08,MRNA,131.75,137.13,131.2,136.24,3990660.0
2023-05-05,AMZN,105.655,105.76,103.55,104.27,56951744.0
2023-05-05,GOOGL,105.57,105.88,104.11,104.82,26639254.0
2023-05-05,META,232.78,234.68,229.85,232.24,27000480.0
2023-05-05,PFE,38.49,38.5,38.09,38.38,19225050.0
2023-05-05,BNTX,108.43,109.5799,106.64,107.445,1218291.0
2023-05-05,MRNA,137.04,138.18,132.14,134.65,3378112.0
2023-05-04,AMZN,104.0,105.39,103.3117,104.04,45345523.0
2023-05-04,GOOGL,104.69,105.6,103.97,105.485,23419506.0
2023-05-04,META,233.52,238.2,232.9264,236.06,17889391.0
2023-05-04,PFE,38.23,38.43,38.02,38.17,23675132.0
2023-05-04,BNTX,107.64,110.945,107.54,110.01,791793.0
2023-05-04,MRNA,134.33,138.22,129.75,133.93,5504814.0
2023-05-03,AMZN,103.65,105.96,103.28,103.735,65051925.0
2023-05-03,GOOGL,105.41,107.49,104.96,105.53,21795405.0
2023-05-03,META,237.03,241.75,232.75,239.47,34463859.0
2023-05-03,PFE,38.45,39.39,38.36,39.2,27721928.0
2023-05-03,BNTX,110.12,111.19,108.96,109.98,512786.0
2023-05-03,MRNA,130.14,132.88,129.85,130.52,3322146.0
2023-05-02,AMZN,103.63,103.9,101.15,101.47,73469350.0
2023-05-02,GOOGL,105.32,107.2,103.71,107.14,30997245.0
2023-05-02,META,239.24,244.92,238.99,243.18,24350149.0
2023-05-02,PFE,39.06,40.115,38.63,39.29,38834136.0
2023-05-02,BNTX,111.06,113.305,110.32,111.05,417988.0
2023-05-02,MRNA,131.4,135.56,130.54,133.51,3247617.0
2023-05-01,AMZN,102.05,105.23,101.82,104.95,74728096.0
2023-05-01,GOOGL,107.2,107.99,106.82,106.84,26681680.0
2023-05-01,META,243.18,244.0,236.46,238.615,29143912.0
2023-05-01,PFE,39.21,39.52,38.86,39.0,23917757.0
2023-05-01,BNTX,111.99,113.33,111.46,112.5,436218.0
2023-05-01,MRNA,133.4,134.53,130.71,132.0,2748513.0
2023-04-28,AMZN,105.45,109.48,104.33,107.73,130715946.0
2023-04-28,GOOGL,107.34,107.35,105.09,107.04,36139847.0
2023-04-28,META,240.32,240.43,235.75,239.01,39554036.0
2023-04-28,PFE,38.89,38.91,38.615,38.7,21015333.0
2023-04-28,BNTX,114.24,114.9,109.81,110.69,729990.0
2023-04-28,MRNA,132.89,133.26,129.02,130.04,2996691.0
2023-04-27,AMZN,109.82,110.86,106.8,108.16,149961167.0
2023-04-27,GOOGL,107.59,108.37,103.54,104.45,50089187.0
2023-04-27,META,238.56,241.685,236.77,239.89,71196531.0
2023-04-27,PFE,38.74,38.83,38.31,38.62,22434048.0
2023-04-27,BNTX,111.72,111.88,109.43,110.08,553180.0
2023-04-27,MRNA,130.07,132.27,129.65,130.89,3097586.0
2023-04-26,AMZN,104.98,106.62,104.1,105.04,73803790.0
2023-04-26,GOOGL,103.71,106.35,102.63,104.92,53347560.0
2023-04-26,META,209.4,214.11,208.88,212.5,41992726.0
2023-04-26,PFE,38.63,39.19,38.4,39.16,22401426.0
2023-04-26,BNTX,110.6,114.2,109.98,113.86,684110.0
2023-04-26,MRNA,130.72,135.97,129.88,134.81,3575075.0
2023-04-25,AMZN,102.57,105.45,102.45,104.91,65026818.0
2023-04-25,GOOGL,103.85,106.69,103.84,105.825,46664104.0
2023-04-25,META,207.55,211.26,207.13,210.815,19198175.0
2023-04-25,PFE,39.33,39.92,39.285,39.75,24492373.0
2023-04-25,BNTX,114.25,116.5,114.0,116.0,509569.0
2023-04-25,MRNA,134.9,139.62,134.7,138.13,3276415.0
2023-04-24,AMZN,106.21,109.23,105.07,107.655,69575610.0
2023-04-24,GOOGL,105.97,106.63,104.7,105.49,23542829.0
2023-04-24,META,212.79,213.92,210.71,213.675,15750920.0
2023-04-24,PFE,39.91,40.2,39.71,40.19,17633652.0
2023-04-24,BNTX,116.93,117.4,111.53,113.84,1192150.0
2023-04-24,MRNA,138.14,141.2,136.05,140.87,3507713.0
2023-04-21,AMZN,106.96,108.15,105.08,106.1,86774185.0
2023-04-21,GOOGL,105.41,106.0,104.78,105.47,25800082.0
2023-04-21,META,212.89,213.41,209.58,210.21,17717166.0
2023-04-21,PFE,40.21,40.3,39.905,40.09,19227109.0
2023-04-21,BNTX,118.28,120.39,117.831,120.39,855648.0
2023-04-21,MRNA,140.85,142.82,138.55,141.01,3128171.0
2023-04-20,AMZN,103.81,105.25,103.21,103.53,57696866.0
2023-04-20,GOOGL,105.29,106.25,103.8684,103.91,27820794.0
2023-04-20,META,213.07,216.75,212.77,213.48,16475443.0
2023-04-20,PFE,39.85,40.19,39.79,40.08,20131599.0
2023-04-20,BNTX,120.94,122.5831,120.39,120.76,350831.0
2023-04-20,MRNA,141.14,144.43,140.44,141.4,3143993.0
2023-04-19,AMZN,104.3,105.12,101.39,101.58,58398890.0
2023-04-19,GOOGL,104.18,104.98,103.07,103.58,20905684.0
2023-04-19,META,215.7,217.33,212.93,213.472,15898078.0
2023-04-19,PFE,40.24,40.56,40.2,40.43,17214344.0
2023-04-19,BNTX,121.79,123.0799,120.47,122.4,637613.0
2023-04-19,MRNA,142.82,144.06,141.25,141.57,2820196.0
2023-04-18,AMZN,102.3,104.2,101.52,103.95,39790518.0
2023-04-18,GOOGL,104.5,106.54,104.07,106.49,26596445.0
2023-04-18,META,217.89,220.44,216.21,219.91,12280984.0
2023-04-18,PFE,40.55,41.33,40.53,41.28,18541480.0
2023-04-18,BNTX,123.19,125.0,122.44,125.0,513768.0
2023-04-18,MRNA,142.63,144.93,141.01,144.0,4405500.0
2023-04-17,AMZN,102.74,103.73,101.59,103.16,39919457.0
2023-04-17,GOOGL,105.97,106.16,104.52,104.658,37571218.0
2023-04-17,META,218.86,220.979,217.13,219.79,15481874.0
2023-04-17,PFE,41.18,41.28,40.96,41.12,17608635.0
2023-04-17,BNTX,124.75,129.095,124.02,129.0,688022.0
2023-04-17,MRNA,143.97,156.75,143.2063,156.6,11560376.0
2023-04-14,AMZN,102.51,103.2013,101.11,102.07,51450522.0
2023-04-14,GOOGL,108.87,108.94,106.84,106.89,26578002.0
2023-04-14,META,221.49,222.11,217.55,217.88,21591207.0
2023-04-14,PFE,41.19,41.71,40.93,41.505,20627484.0
2023-04-14,BNTX,129.66,131.52,128.14,129.1,313535.0
2023-04-14,MRNA,157.1,163.24,155.35,159.95,2661690.0
2023-04-13,AMZN,102.4,102.57,98.71,98.95,67925138.0
2023-04-13,GOOGL,107.43,107.49,105.84,105.84,24843579.0
2023-04-13,META,220.35,221.15,215.69,215.73,23310357.0
2023-04-13,PFE,41.47,41.7,41.295,41.53,22880859.0
2023-04-13,BNTX,129.65,129.78,125.59,126.14,436548.0
2023-04-13,MRNA,160.53,162.1,155.32,156.61,2911478.0
2023-04-12,AMZN,97.83,100.51,97.705,100.4,56735007.0
2023-04-12,GOOGL,104.64,106.75,104.34,106.58,24370274.0
2023-04-12,META,214.0,216.84,212.584,214.835,18972172.0
2023-04-12,PFE,41.37,41.79,41.27,41.63,17035066.0
2023-04-12,BNTX,125.81,128.49,125.76,126.62,358885.0
2023-04-12,MRNA,155.56,159.05,154.62,156.35,2964903.0
2023-04-11,AMZN,99.92,101.0,99.01,100.8,60417847.0
2023-04-11,GOOGL,105.35,106.73,104.68,106.55,26311803.0
2023-04-11,META,213.85,216.02,213.41,215.48,16710101.0
2023-04-11,PFE,41.79,41.99,41.7,41.8,15304123.0
2023-04-11,BNTX,126.34,127.71,125.5408,126.25,344073.0
2023-04-11,MRNA,155.25,156.78,149.32,152.43,6591143.0
2023-04-10,AMZN,102.17,102.2,99.57,100.96,37261185.0
2023-04-10,GOOGL,106.44,107.59,105.12,106.98,27067355.0
2023-04-10,META,214.75,215.66,210.66,214.71,16106074.0
2023-04-10,PFE,41.73,41.74,41.12,41.15,15137290.0
2023-04-10,BNTX,127.71,128.51,125.96,128.11,323285.0
2023-04-10,MRNA,160.15,161.19,154.445,160.0,2726115.0
2023-04-06,AMZN,102.06,102.3817,99.8008,100.75,43808020.0
2023-04-06,GOOGL,108.42,109.17,104.33,105.26,48711480.0
2023-04-06,META,216.1,216.94,208.65,209.25,26104411.0
2023-04-06,PFE,41.5,42.095,41.3743,41.93,25931833.0
2023-04-06,BNTX,128.9,128.9243,125.21,125.56,377322.0
2023-04-06,MRNA,158.27,159.07,153.49,155.0,2618730.0
2023-04-05,AMZN,101.1,103.91,100.7506,103.91,45175393.0
2023-04-05,GOOGL,104.47,106.1,103.66,105.78,28290503.0
2023-04-05,META,211.48,215.19,209.94,214.15,19396630.0
2023-04-05,PFE,41.55,42.22,41.17,41.285,29697621.0
2023-04-05,BNTX,125.6,127.09,125.14,126.0,333188.0
2023-04-05,MRNA,154.61,156.87,152.249,155.79,2278786.0
2023-04-04,AMZN,103.95,104.2,102.11,102.75,48662496.0
2023-04-04,GOOGL,104.72,105.58,104.04,104.33,24420079.0
2023-04-04,META,214.72,216.24,212.54,213.39,21026367.0
2023-04-04,PFE,40.9,41.53,40.76,41.44,19514531.0
2023-04-04,BNTX,125.87,130.75,125.1,129.6,628336.0
2023-04-04,MRNA,156.52,159.68,156.03,159.21,2308680.0
2023-04-03,AMZN,102.41,103.29,101.43,102.3,41135733.0
2023-04-03,GOOGL,104.36,104.53,101.93,102.39,25035399.0
2023-04-03,META,213.07,213.4861,208.2,208.84,17924613.0
2023-04-03,PFE,41.35,41.4668,40.65,40.69,20817194.0
2023-04-03,BNTX,129.53,129.71,124.15,124.15,665479.0
2023-04-03,MRNA,159.48,159.99,153.5,153.5,3972412.0
2023-03-31,AMZN,103.29,103.49,101.95,102.16,56750317.0
2023-03-31,GOOGL,103.73,103.89,101.04,101.3,36863369.0
2023-03-31,META,211.94,212.17,206.77,207.24,25440273.0
2023-03-31,PFE,40.8,40.83,40.28,40.55,23393576.0
2023-03-31,BNTX,124.57,125.05,121.72,121.95,805550.0
2023-03-31,MRNA,153.58,154.98,147.89,148.52,3784556.0
2023-03-30,AMZN,102.0,103.04,101.01,101.55,53633398.0
2023-03-30,GOOGL,100.89,101.155,99.78,100.91,33086183.0
2023-03-30,META,207.84,208.09,202.82,203.38,22608303.0
2023-03-30,PFE,40.38,40.49,40.25,40.42,12634521.0
2023-03-30,BNTX,122.57,123.785,121.26,122.85,775554.0
2023-03-30,MRNA,147.44,151.25,146.595,150.2,2209553.0
2023-03-29,AMZN,100.25,100.4218,98.56,98.69,49783279.0
2023-03-29,GOOGL,101.39,102.49,100.65,102.28,28779572.0
2023-03-29,META,205.35,205.72,202.5355,203.56,18851137.0
2023-03-29,PFE,40.25,40.27,39.99,40.16,14429511.0
2023-03-29,BNTX,122.97,125.16,122.59,124.35,627048.0
2023-03-29,MRNA,148.8,150.0898,147.555,149.0,1902421.0
2023-03-28,AMZN,97.24,98.44,96.29,98.11,38720050.0
2023-03-28,GOOGL,101.03,102.45,99.74,102.44,32057865.0
2023-03-28,META,200.68,201.03,197.9,200.15,19127295.0
2023-03-28,PFE,39.99,40.3,39.86,40.2,13537518.0
2023-03-28,BNTX,123.0,125.3699,122.19,124.05,783323.0
2023-03-28,MRNA,146.92,149.66,146.18,147.98,1992767.0
2023-03-27,AMZN,98.04,99.34,97.08,99.07,46721296.0
2023-03-27,GOOGL,102.46,104.76,101.9273,104.615,31120864.0
2023-03-27,META,202.84,205.86,201.36,204.81,18527184.0
2023-03-27,PFE,40.22,40.62,39.97,40.54,20262829.0
2023-03-27,BNTX,123.6,128.09,119.98,123.2,1794824.0
2023-03-27,MRNA,148.35,150.38,145.36,149.8,2641363.0
2023-03-24,AMZN,98.13,98.3,96.4,98.065,56144801.0
2023-03-24,GOOGL,105.44,105.49,103.84,104.99,30411043.0
2023-03-24,META,206.01,207.58,203.55,205.18,27733042.0
2023-03-24,PFE,40.39,40.455,39.8748,40.09,17221115.0
2023-03-24,BNTX,128.2,129.39,127.23,128.5,619556.0
2023-03-24,MRNA,150.88,152.57,148.97,149.74,1988889.0
2023-03-23,AMZN,98.71,101.06,97.62,100.43,57559310.0
2023-03-23,GOOGL,105.6,106.3,104.46,105.06,40797769.0
2023-03-23,META,204.28,207.88,202.15,202.84,27389669.0
2023-03-23,PFE,40.18,40.4972,40.0,40.17,16958146.0
2023-03-23,BNTX,129.39,135.9,128.0,134.895,837640.0
2023-03-23,MRNA,149.42,153.76,146.9,149.92,2708685.0
2023-03-22,AMZN,98.7,102.1,98.61,100.45,57475365.0
2023-03-22,GOOGL,103.37,106.59,103.33,104.27,43427419.0
2023-03-22,META,199.81,207.37,199.67,202.5,28477759.0
2023-03-22,PFE,40.01,40.85,39.99,40.7,15444160.0
2023-03-22,BNTX,133.68,136.915,133.25,134.11,439519.0
2023-03-22,MRNA,148.18,153.68,148.07,153.31,2820631.0
2023-03-21,AMZN,100.61,100.845,98.0,98.14,58597275.0
2023-03-21,GOOGL,104.92,105.1,101.22,101.25,42110279.0
2023-03-21,META,202.16,203.55,197.95,203.2,31826952.0
